Date,Store_ID,Category,Sub_Category,Product_Name,Product_ID,Region,Inventory_Level,Units_Sold,Units_Ordered,Demand_Forecast,Price,Discount,Weather_Condition,Holiday_Promotion,Competitor_Pricing,Seasonality
2023-01-07,S008,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,East,1299,43,176,42.32,99.15,0,Sunny,0,93.57,Winter
2023-01-20,S006,FOOD & GROCERIES,Bakery & Bread,White Bread,P0002,West,291,83,182,94.42,87.15,0,Sunny,1,91.69,Winter
2023-01-16,S010,FOOD & GROCERIES,Fresh Produce,Onions,P0044,West,887,37,109,33.12,42.26,0,Cloudy,0,39.74,Winter
2023-01-18,S006,BOOKS & MEDIA,Physical Books,Business Book,P0016,West,1872,64,136,69.67,30.41,10,Snowy,0,32.87,Winter
2023-01-08,S006,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,West,2134,39,109,45.46,96.51,15,Sunny,0,87.61,Winter
2023-01-05,S007,BOOKS & MEDIA,Physical Books,Business Book,P0016,East,1498,63,88,72.18,60.09,10,Snowy,0,64.73,Winter
2023-01-17,S008,KITCHEN,Small Appliances,Mixer Grinder,P0004,South,726,3,60,2.99,82.66,0,Cloudy,0,86.97,Winter
2023-01-08,S007,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,West,2086,60,159,57.72,11.93,5,Cloudy,0,11.39,Winter
2023-01-13,S009,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,West,1696,27,16,23.7,37.47,0,Sunny,0,35.66,Winter
2023-01-15,S005,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,East,1693,8,169,7.17,49.24,0,Snowy,0,49.62,Winter
2023-01-20,S003,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,South,1538,47,149,42.29,90.18,15,Cloudy,1,96.01,Winter
2023-01-05,S005,KITCHEN,Cookware,Non-stick Pan,P0035,West,1440,86,36,83.2,57.63,0,Sunny,0,60.8,Winter
2023-01-17,S005,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,South,1971,27,28,24.5,58.31,20,Cloudy,0,62.8,Winter
2023-01-04,S001,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,East,1723,85,54,71.58,74.39,20,Sunny,0,77.73,Winter
2023-01-17,S008,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,North,2638,69,183,82.75,29.26,5,Sunny,0,28.75,Winter
2023-01-03,S009,KITCHEN,Small Appliances,Mixer Grinder,P0004,North,1854,58,193,49.99,34.98,20,Sunny,0,37.44,Winter
2023-01-18,S003,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,East,1859,27,108,28.34,82.22,15,Snowy,0,83.0,Winter
2023-01-21,S009,FOOD & GROCERIES,Fresh Produce,Tomatoes,P0025,East,626,79,162,85.22,10.71,5,Sunny,0,11.61,Winter
2023-01-20,S002,BOOKS & MEDIA,Physical Books,Business Book,P0016,South,1530,54,119,50.54,86.49,10,Sunny,0,91.17,Winter
2023-01-29,S009,KITCHEN,Cookware,Saucepan,P0008,South,2272,20,188,22.12,98.62,10,Cloudy,0,97.81,Winter
2023-01-19,S003,KITCHEN,Cookware,Non-stick Pan,P0035,West,3002,14,71,14.99,78.22,20,Cloudy,1,77.94,Winter
2023-01-19,S004,BOOKS & MEDIA,Physical Books,Business Book,P0016,North,940,23,73,25.06,89.84,20,Sunny,1,92.39,Winter
2023-01-09,S010,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,South,3060,88,173,92.76,21.91,10,Cloudy,0,22.55,Winter
2023-01-23,S007,FOOD & GROCERIES,Bakery & Bread,White Bread,P0002,East,1319,49,90,46.59,90.69,10,Cloudy,1,97.71,Winter
2023-01-29,S002,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,North,1959,0,149,0.0,19.68,15,Sunny,0,20.97,Winter
2023-01-13,S005,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,North,1762,34,98,35.67,45.34,0,Rainy,0,41.94,Winter
2023-01-02,S001,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,1634,45,182,49.74,73.08,0,Cloudy,0,79.25,Winter
2023-01-09,S002,KITCHEN,Small Appliances,Mixer Grinder,P0004,East,1751,67,141,61.04,32.63,0,Sunny,0,29.79,Winter
2023-01-26,S008,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,South,1963,69,151,76.08,17.84,0,Cloudy,0,18.84,Winter
2023-01-05,S009,KITCHEN,Cookware,Non-stick Pan,P0035,South,1219,75,30,85.1,12.04,20,Cloudy,0,12.87,Winter
2023-01-18,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,2537,50,98,57.51,68.58,20,Sunny,0,62.41,Winter
2023-01-06,S008,FOOD & GROCERIES,Dairy & Eggs,Brown Eggs,P0041,East,503,81,17,89.54,18.2,20,Sunny,0,17.71,Winter
2023-01-29,S008,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,West,1053,30,58,34.17,27.29,5,Rainy,0,25.48,Winter
2023-01-04,S006,KITCHEN,Small Appliances,Electric Kettle,P0013,North,1868,89,37,87.46,10.85,5,Sunny,1,11.9,Winter
2023-01-30,S010,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,North,1987,90,28,100.58,89.66,10,Cloudy,0,83.4,Winter
2023-01-26,S005,BOOKS & MEDIA,Physical Books,Business Book,P0016,East,1396,13,93,13.15,69.79,0,Sunny,0,75.34,Winter
2023-01-25,S009,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,South,1833,18,24,20.21,61.2,10,Cloudy,0,61.69,Winter
2023-01-17,S002,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,South,1435,21,115,22.56,40.64,15,Rainy,0,36.64,Winter
2023-01-10,S008,KITCHEN,Cookware,Saucepan,P0008,East,1866,103,164,89.67,30.77,20,Rainy,1,32.32,Winter
2023-01-23,S004,FOOD & GROCERIES,Fresh Produce,Tomatoes,P0025,West,359,80,74,76.55,34.35,0,Cloudy,0,35.49,Winter
2023-01-29,S009,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,North,1224,25,64,29.24,65.12,0,Cloudy,0,63.5,Winter
2023-01-24,S009,FOOD & GROCERIES,Fresh Produce,Oranges,P0043,South,728,7,148,5.86,86.14,5,Rainy,0,81.63,Winter
2023-01-20,S003,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,South,2878,16,199,15.63,72.89,5,Rainy,0,66.24,Winter
2023-01-26,S006,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,North,1927,76,111,73.49,24.84,0,Cloudy,0,24.93,Winter
2023-01-28,S004,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,West,1862,45,85,43.98,85.67,0,Sunny,0,77.38,Winter
2023-01-04,S003,KITCHEN,Cookware,Saucepan,P0008,West,2021,78,17,91.76,88.66,0,Snowy,0,83.95,Winter
2023-01-15,S002,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,North,770,99,31,80.46,28.62,15,Snowy,1,25.98,Winter
2023-01-19,S009,FOOD & GROCERIES,Fresh Produce,Potatoes,P0036,North,518,55,6,51.1,68.73,5,Sunny,0,75.05,Winter
2023-01-03,S009,FOOD & GROCERIES,Fresh Produce,Tomatoes,P0025,North,665,62,101,50.86,55.85,0,Cloudy,0,50.53,Winter
2023-01-02,S010,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,North,1548,19,109,21.25,46.46,5,Sunny,1,48.0,Winter
2023-01-23,S002,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,East,2511,61,32,70.24,52.95,0,Cloudy,0,53.48,Winter
2023-01-24,S001,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,North,1498,34,48,34.31,77.23,0,Rainy,0,81.52,Winter
2023-01-30,S002,FOOD & GROCERIES,Dairy & Eggs,Cheddar Cheese,P0039,South,490,93,30,76.25,46.07,20,Sunny,0,44.3,Winter
2023-01-04,S004,KITCHEN,Small Appliances,Mixer Grinder,P0004,East,1292,27,104,22.11,13.11,10,Rainy,1,12.37,Winter
2023-01-26,S004,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,North,2148,50,118,56.29,21.52,0,Sunny,0,20.81,Winter
2023-01-18,S009,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,1259,106,91,117.54,56.28,0,Sunny,1,52.64,Winter
2023-01-03,S003,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,East,1222,93,187,78.65,71.75,5,Rainy,1,70.99,Winter
2023-01-14,S005,KITCHEN,Cookware,Non-stick Pan,P0035,North,1569,55,184,46.36,96.06,5,Sunny,0,103.01,Winter
2023-01-16,S007,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,West,2348,75,29,86.42,75.73,0,Cloudy,0,70.08,Winter
2023-01-29,S007,FOOD & GROCERIES,Bakery & Bread,White Bread,P0002,North,1435,41,157,43.24,26.77,0,Cloudy,0,27.19,Winter
2023-01-24,S001,FOOD & GROCERIES,Fresh Produce,Apples,P0027,East,514,72,67,73.13,12.74,10,Snowy,0,13.22,Winter
2023-01-04,S003,KITCHEN,Small Appliances,Electric Kettle,P0013,North,1874,89,7,78.23,28.05,20,Rainy,0,26.06,Winter
2023-01-23,S002,KITCHEN,Small Appliances,Mixer Grinder,P0004,North,1745,75,69,80.23,93.58,15,Sunny,0,97.65,Winter
2023-01-08,S009,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,East,977,47,102,46.46,18.34,0,Rainy,0,18.45,Winter
2023-01-17,S003,FOOD & GROCERIES,Bakery & Bread,White Bread,P0002,West,743,59,38,53.16,28.3,0,Sunny,1,26.27,Winter
2023-01-17,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,North,1899,52,31,53.3,12.91,15,Cloudy,0,13.15,Winter
2023-01-23,S005,FOOD & GROCERIES,Dairy & Eggs,Whole Milk,P0020,South,398,18,16,20.2,56.37,0,Cloudy,0,55.74,Winter
2023-01-24,S001,FOOD & GROCERIES,Fresh Produce,Oranges,P0043,East,928,10,113,10.74,33.91,20,Sunny,0,35.29,Winter
2023-01-26,S004,KITCHEN,Cookware,Pressure Cooker,P0034,North,1593,64,54,75.54,19.21,0,Sunny,0,20.43,Winter
2023-01-09,S008,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,1946,9,80,8.25,77.37,5,Snowy,0,75.02,Winter
2023-01-04,S007,KITCHEN,Cookware,Non-stick Pan,P0035,East,1938,50,98,41.36,70.04,0,Sunny,0,63.95,Winter
2023-01-31,S007,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,East,2161,35,110,30.47,93.82,0,Sunny,1,101.63,Winter
2023-01-09,S001,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,North,2209,59,128,61.13,47.22,15,Sunny,0,46.83,Winter
2023-01-11,S009,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,South,1554,15,3,14.56,43.95,5,Snowy,0,45.57,Winter
2023-01-13,S009,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,North,2086,65,60,55.05,50.07,0,Cloudy,0,51.0,Winter
2023-01-08,S010,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,East,1911,30,160,30.9,19.25,0,Cloudy,0,20.46,Winter
2023-01-30,S002,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,2555,36,54,30.6,46.91,0,Snowy,1,49.18,Winter
2023-01-12,S003,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,3073,5,42,4.07,96.95,0,Sunny,0,95.39,Winter
2023-01-08,S002,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,North,1726,10,125,10.42,30.38,10,Sunny,0,29.33,Winter
2023-01-18,S004,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,East,1885,66,89,74.8,52.74,20,Cloudy,0,48.68,Winter
2023-01-18,S004,FOOD & GROCERIES,Fresh Produce,Oranges,P0043,North,376,19,182,17.5,64.39,10,Sunny,0,59.65,Winter
2023-01-10,S005,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,North,2017,23,69,26.68,59.7,10,Sunny,0,57.07,Winter
2023-01-26,S005,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,South,1096,24,13,22.0,47.56,0,Sunny,0,45.42,Winter
2023-01-06,S009,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,1585,66,89,70.25,90.73,0,Sunny,0,92.34,Winter
2023-01-26,S005,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,2267,41,126,42.28,73.37,20,Rainy,0,79.05,Winter
2023-01-04,S003,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,3145,84,156,85.46,90.0,5,Rainy,0,89.25,Winter
2023-01-09,S009,KITCHEN,Cookware,Pressure Cooker,P0034,South,1507,53,157,49.41,35.97,0,Sunny,0,33.73,Winter
2023-01-17,S004,KITCHEN,Cookware,Saucepan,P0008,North,1663,37,75,43.43,40.32,5,Sunny,0,39.05,Winter
2023-01-29,S009,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,1533,8,173,6.46,27.42,10,Cloudy,1,25.68,Winter
2023-01-18,S004,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,East,1465,32,97,36.49,48.24,20,Sunny,0,45.6,Winter
2023-01-16,S002,BOOKS & MEDIA,Physical Books,Business Book,P0016,East,1490,90,50,86.98,90.44,20,Sunny,1,89.69,Winter
2023-01-28,S005,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,South,1360,71,162,78.95,37.59,0,Cloudy,0,34.18,Winter
2023-01-04,S008,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,West,2651,46,59,38.45,44.55,0,Sunny,0,46.13,Winter
2023-01-27,S006,FOOD & GROCERIES,Dairy & Eggs,Skim Milk,P0017,West,1011,79,131,79.19,87.9,10,Cloudy,0,93.66,Winter
2023-01-21,S007,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,South,1812,75,43,73.35,25.58,5,Sunny,0,23.84,Winter
2023-01-23,S001,KITCHEN,Cookware,Pressure Cooker,P0034,North,1050,16,39,17.9,94.02,20,Sunny,0,98.66,Winter
2023-01-29,S004,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,East,1193,47,148,42.99,23.36,5,Rainy,0,24.94,Winter
2023-01-06,S009,KITCHEN,Small Appliances,Electric Kettle,P0013,West,1643,66,138,64.33,58.78,20,Cloudy,1,59.63,Winter
2023-01-23,S009,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,North,1355,43,139,38.24,93.26,0,Cloudy,0,87.33,Winter
2023-01-05,S009,FOOD & GROCERIES,Dairy & Eggs,Whole Milk,P0020,South,685,82,25,85.36,12.16,5,Snowy,0,12.43,Winter
2023-01-19,S009,FOOD & GROCERIES,Dairy & Eggs,Cheddar Cheese,P0039,North,426,93,0,93.29,16.01,10,Sunny,1,17.48,Winter
2023-01-24,S002,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,South,1880,18,5,15.06,84.04,10,Sunny,0,76.19,Winter
2023-01-09,S008,KITCHEN,Small Appliances,Electric Kettle,P0013,North,2567,77,38,66.43,90.37,0,Cloudy,1,89.54,Winter
2023-01-17,S006,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,North,2060,74,78,75.88,99.38,15,Sunny,0,102.86,Winter
2023-01-02,S003,KITCHEN,Cookware,Non-stick Pan,P0035,South,3102,64,164,57.41,71.47,5,Sunny,0,75.73,Winter
2023-01-21,S007,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,North,1129,6,25,6.55,37.95,20,Sunny,1,38.06,Winter
2023-01-06,S006,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,East,1691,36,52,31.21,26.2,5,Sunny,0,28.35,Winter
2023-01-15,S006,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,West,1120,38,143,44.17,57.54,5,Cloudy,0,57.51,Winter
2023-01-22,S002,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,2345,5,72,5.83,36.91,0,Sunny,0,39.75,Winter
2023-01-21,S001,BOOKS & MEDIA,Physical Books,Business Book,P0016,West,1796,95,154,105.82,36.79,15,Rainy,1,34.8,Winter
2023-01-22,S006,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,North,1421,60,17,57.87,39.31,15,Sunny,0,35.6,Winter
2023-01-16,S001,KITCHEN,Cookware,Saucepan,P0008,West,1330,12,154,13.57,61.66,5,Rainy,0,62.48,Winter
2023-01-04,S005,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,West,2135,17,171,16.21,63.06,5,Sunny,1,66.94,Winter
2023-01-29,S003,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,East,1394,109,73,123.77,25.42,15,Sunny,1,27.58,Winter
2023-01-01,S008,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,1939,49,42,58.72,49.27,5,Rainy,0,46.93,Winter
2023-01-23,S005,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,2756,76,37,69.18,19.12,0,Cloudy,0,17.34,Winter
2023-01-03,S005,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,East,2195,89,149,71.57,91.32,20,Cloudy,0,90.27,Winter
2023-01-21,S004,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,West,1440,59,119,52.51,89.84,10,Sunny,0,83.01,Winter
2023-01-04,S009,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,East,1624,34,81,33.07,65.89,15,Cloudy,0,67.67,Winter
2023-01-18,S009,KITCHEN,Cookware,Pressure Cooker,P0034,West,1479,58,30,50.46,16.89,20,Cloudy,0,17.86,Winter
2023-01-26,S009,FOOD & GROCERIES,Bakery & Bread,Muffins,P0032,East,720,25,124,25.58,62.3,0,Snowy,1,57.54,Winter
2023-01-28,S007,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,East,1721,92,114,82.85,22.49,20,Cloudy,0,23.03,Winter
2023-01-20,S006,KITCHEN,Small Appliances,Electric Kettle,P0013,South,1997,8,137,7.93,48.41,0,Sunny,0,51.43,Winter
2023-01-07,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,East,2123,13,65,15.13,40.47,20,Sunny,0,38.75,Winter
2023-01-09,S003,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,South,3229,23,81,18.72,35.23,15,Cloudy,0,35.64,Winter
2023-01-22,S001,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,West,1209,117,56,139.31,33.1,20,Sunny,1,35.85,Winter
2023-01-26,S001,KITCHEN,Small Appliances,Electric Kettle,P0013,West,800,36,108,43.19,67.18,0,Rainy,0,68.05,Winter
2023-01-01,S006,BOOKS & MEDIA,Music CDs & Vinyl Records,Rock Music CD,P0009,West,1646,72,3,79.68,95.39,5,Sunny,0,85.97,Winter
2023-01-07,S006,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,South,1948,18,39,17.22,60.09,20,Sunny,0,60.62,Winter
2023-01-17,S003,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,South,1623,67,152,56.81,64.67,15,Cloudy,0,70.38,Winter
2023-01-15,S003,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,South,1672,80,192,67.11,83.12,10,Rainy,1,86.06,Winter
2023-01-13,S009,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,North,1676,84,75,85.14,88.1,0,Sunny,1,90.5,Winter
2023-01-07,S004,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,North,1282,65,72,66.85,34.08,0,Sunny,0,35.5,Winter
2023-01-11,S005,HOME IMPROVEMENT,Hand Tools,Screwdriver Set,P0015,East,1967,81,113,94.43,55.61,0,Rainy,0,51.54,Winter
2023-01-16,S003,FOOD & GROCERIES,Fresh Produce,Potatoes,P0036,West,994,57,47,56.03,17.37,20,Sunny,1,17.11,Winter
2023-01-11,S009,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,North,1752,11,67,11.65,55.15,5,Snowy,0,53.58,Winter
2023-01-01,S010,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,1966,40,34,45.46,85.32,0,Sunny,0,85.9,Winter
2023-01-03,S007,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Pencil Pack,P0011,South,2219,15,111,12.06,71.67,5,Cloudy,0,76.83,Winter
2023-01-21,S010,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,West,2319,63,162,54.8,87.17,0,Cloudy,0,85.03,Winter
2023-01-12,S008,FOOD & GROCERIES,Bakery & Bread,White Bread,P0002,North,1041,66,78,54.01,36.6,10,Cloudy,0,39.44,Winter
2023-01-03,S006,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,West,2020,31,103,36.13,72.29,10,Snowy,0,79.03,Winter
2023-01-16,S005,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,South,2919,34,197,38.04,29.12,0,Rainy,0,28.59,Winter
2023-01-27,S003,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,West,1450,64,123,72.99,97.83,10,Rainy,0,101.11,Winter
2023-01-25,S003,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,East,1219,26,161,21.02,14.59,0,Sunny,0,13.19,Winter
2023-01-15,S008,FOOD & GROCERIES,Dairy & Eggs,Whole Milk,P0020,West,619,78,195,66.71,58.51,15,Sunny,0,60.0,Winter
2023-01-06,S010,FOOD & GROCERIES,Bakery & Bread,Muffins,P0032,West,782,68,59,55.73,74.04,0,Rainy,0,75.91,Winter
2023-01-30,S005,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Ballpoint Pen,P0026,North,2171,70,75,57.8,96.78,10,Cloudy,0,89.82,Winter
2023-01-18,S008,FOOD & GROCERIES,Dairy & Eggs,Cheddar Cheese,P0039,West,512,37,89,42.1,13.49,10,Snowy,0,13.24,Winter
2023-01-06,S004,AUTOMOTIVE,Engine Parts,Spark Plug,P0022,North,1283,60,36,54.36,58.08,0,Sunny,0,58.13,Winter
2023-01-27,S005,KITCHEN,Cookware,Saucepan,P0008,South,1493,4,145,3.52,83.59,20,Sunny,0,78.09,Winter
2023-01-11,S002,FOOD & GROCERIES,Dairy & Eggs,Greek Yogurt,P0038,North,714,71,108,83.87,22.73,15,Cloudy,0,21.32,Winter
2023-01-14,S007,BOOKS & MEDIA,Physical Books,Fiction Novel,P0021,East,2313,9,195,7.36,24.13,10,Cloudy,0,22.56,Winter
2023-01-22,S009,KITCHEN,Small Appliances,Drip Coffee Maker,P0033,West,1648,66,13,53.37,47.9,10,Rainy,0,43.26,Winter
2023-01-29,S009,HOME IMPROVEMENT,Paint & Finishes,Exterior Paint,P0003,West,1545,61,2,55.73,65.46,0,Cloudy,0,70.33,Winter
2023-01-25,S005,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,West,1706,87,63,91.85,23.47,0,Sunny,1,21.91,Winter
2023-01-22,S003,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,3272,90,133,107.13,54.11,0,Cloudy,0,52.09,Winter
2023-01-23,S010,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,A4 Notebook,P0031,East,2164,34,36,32.05,56.0,15,Cloudy,0,52.75,Winter
2023-01-14,S009,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,West,1211,43,30,47.47,24.75,0,Sunny,0,25.16,Winter
2023-01-05,S006,FOOD & GROCERIES,Dairy & Eggs,Greek Yogurt,P0038,North,795,65,120,57.26,36.1,0,Sunny,0,35.82,Winter
2023-01-03,S010,BOOKS & MEDIA,Physical Books,Business Book,P0016,East,1196,22,60,17.71,24.03,10,Sunny,1,22.24,Winter
2023-01-31,S007,FOOD & GROCERIES,Bakery & Bread,Croissants,P0030,South,700,16,182,18.44,13.42,15,Sunny,0,14.06,Winter
2023-01-08,S006,BOOKS & MEDIA,Music CDs & Vinyl Records,Classical Vinyl Record,P0005,North,2406,49,131,40.94,11.87,0,Sunny,0,13.0,Winter
2023-01-03,S003,KITCHEN,Small Appliances,Mixer Grinder,P0004,South,999,43,55,39.51,17.91,20,Snowy,0,18.54,Winter
2023-01-05,S010,FOOD & GROCERIES,Dairy & Eggs,Skim Milk,P0017,South,839,81,4,69.3,76.02,15,Cloudy,0,80.75,Winter
2023-01-28,S005,OFFICE & SCHOOL SUPPLIES,Writing Instruments,Gel Pen,P0018,West,2178,27,114,28.97,59.79,0,Cloudy,0,61.31,Winter
2023-01-16,S010,HOME IMPROVEMENT,Hand Tools,Hammer,P0023,East,1322,81,87,88.53,69.5,10,Rainy,0,72.26,Winter
2023-01-19,S006,FOOD & GROCERIES,Fresh Produce,Tomatoes,P0025,North,374,21,35,22.58,60.76,0,Sunny,0,54.84,Winter
2023-01-08,S001,FOOD & GROCERIES,Fresh Produce,Potatoes,P0036,North,503,36,65,41.38,37.37,0,Snowy,0,34.9,Winter
2023-01-18,S003,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,East,2281,32,72,29.55,49.49,5,Rainy,0,53.22,Winter
2023-01-28,S008,AUTOMOTIVE,Tires & Wheels,Steel Wheel Rim,P0007,South,2790,39,178,35.5,60.56,20,Sunny,0,55.54,Winter
2023-01-22,S001,AUTOMOTIVE,Engine Parts,Oil Filter,P0006,North,1087,84,97,74.95,47.79,10,Sunny,0,45.97,Winter
2023-01-20,S002,BOOKS & MEDIA,Physical Books,Business Book,P0016,East,1605,81,196,80.81,38.78,5,Rainy,0,42.31,Winter
2023-01-11,S008,KITCHEN,Cookware,Pressure Cooker,P0034,South,2157,24,129,26.63,39.26,5,Rainy,0,38.96,Winter
2023-01-27,S009,AUTOMOTIVE,Tires & Wheels,All-Season Tire,P0037,West,1747,61,112,64.25,68.74,20,Sunny,0,63.57,Winter
2023-01-05,S005,BOOKS & MEDIA,Physical Books,Self-Help Book,P0028,West,1757,76,61,80.11,74.75,15,Cloudy,0,78.55,Winter
2023-01-02,S003,HOME IMPROVEMENT,Hand Tools,Adjustable Wrench,P0040,East,1472,100,178,115.1,60.44,20,Sunny,1,55.29,Winter
2023-01-08,S005,KITCHEN,Cookware,Non-stick Pan,P0035,South,1561,87,79,98.97,30.37,15,Rainy,1,32.09,Winter
2023-01-04,S003,HOME IMPROVEMENT,Paint & Finishes,Interior Wall Paint,P0019,West,3130,47,32,38.63,15.96,0,Rainy,0,16.23,Winter
2023-01-21,S006,KITCHEN,Cookware,Pressure Cooker,P0034,West,1309,12,63,12.07,76.19,10,Cloudy,0,79.51,Winter
2023-01-08,S006,KITCHEN,Cookware,Pressure Cooker,P0034,South,1367,85,143,99.9,66.27,15,Rainy,0,64.56,Winter
2023-01-10,S007,BOOKS & MEDIA,Physical Books,Business Book,P0016,North,1519,38,59,40.62,63.7,20,Sunny,0,61.76,Winter
2023-01-01,S006,AUTOMOTIVE,Engine Parts,Engine Oil,P0001,South,1900,20,131,19.71,94.3,15,Rainy,1,90.44,Winter
2023-01-18,S003,OFFICE & SCHOOL SUPPLIES,Paper & Notebooks,Spiral Notebook,P0014,East,1821,49,11,41.73,28.7,10,Sunny,0,30.35,Winter
